agents,baseline_method,baseline_ratio,baseline_success,better_vs_ltm,candidate_id,component,contender_method,delta_ratio_vs_ltm,equal_vs_ltm,ltm_iteration_budget,map,repair5g2_selected_source_method,repair5g3_synthetic_source_method,scen,seed,success,sum_of_loss_ratio,time_budget_sec,worse_vs_ltm
50,lacam_star_ltm,1.1450454763,True,False,laur_disable,control,laur_disable,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.1450454763,10.0,False
50,lacam_star_ltm,1.1450454763,True,False,laur_force_additive_direct,control,laur_force_additive_direct,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.1450454763,10.0,False
50,lacam_star_ltm,1.1450454763,True,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.1450454763,10.0,False
50,lacam_star_ltm,1.1450454763,True,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,flow_shield,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,0.02154140737999999,False,4,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.16658688368,10.0,True
50,lacam_star_ltm,1.1450454763,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.017233125900000035,False,4,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.1622786022,10.0,True
50,lacam_star_ltm,1.1450454763,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.028721876500000132,False,4,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.1737673528,10.0,True
50,lacam_star_ltm,1.1450454763,True,False,repair5g2_best_frozen_static_candidate,frozen_static,repair5g2_best_frozen_static_candidate,0.028721876500000132,False,4,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-143.scen,143,True,1.1737673528,10.0,True
50,lacam_star_ltm,1.1450454763,True,False,repair5g2_c_equiv_best_frozen_baseline,c_equiv_baseline,repair5g2_c_equiv_best_frozen_baseline,0.02776448061999992,False,4,maze-32-32-4,repair5g_dual_c_equiv_c100_b100_w075_d100,,maze-32-32-4-random-143.scen,143,True,1.17280995692,10.0,True
50,lacam_star_ltm,1.1450454763,True,False,repair5g2_frozen_static_or_selector,frozen_selector,repair5g2_frozen_static_or_selector,0.028721876500000132,False,4,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-143.scen,143,True,1.1737673528,10.0,True
50,lacam_star_ltm,1.1450454763,True,False,repair5g2_g1_top_diagnostic_candidate,flow_shield,repair5g2_g1_top_diagnostic_candidate,0.028721876500000132,False,4,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-143.scen,143,True,1.1737673528,10.0,True
50,lacam_star_ltm,1.1450454763,True,False,repair5g4_random_flow_shield_diagnostic_seed0,diagnostic,repair5g4_random_flow_shield_diagnostic_seed0,0.02154140737999999,False,4,maze-32-32-4,,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,maze-32-32-4-random-143.scen,143,True,1.16658688368,10.0,True
50,lacam_star_ltm,1.1450454763,True,False,repair5g4_shuffled_flow_shield_diagnostic_seed0,diagnostic,repair5g4_shuffled_flow_shield_diagnostic_seed0,0.02154140737999999,False,4,maze-32-32-4,,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,maze-32-32-4-random-143.scen,143,True,1.16658688368,10.0,True
50,lacam_star_ltm,1.1450454763,True,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.1450454763,10.0,False
50,lacam_star_ltm,1.1450454763,True,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.1450454763,10.0,False
50,lacam_star_ltm,1.1450454763,True,True,repair5g_dual_c_equiv_c100_b100_w075_d095,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d095,-0.004786979409999947,False,4,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.14025849689,10.0,False
50,lacam_star_ltm,1.1450454763,True,False,repair5g_dual_c_equiv_c100_b100_w075_d100,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d100,0.02776448061999992,False,4,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.17280995692,10.0,True
50,lacam_star_ltm,1.131163236,True,False,always_additive_defer,control,always_additive_defer,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.131163236,10.0,False
50,lacam_star_ltm,1.131163236,True,False,laur_disable,control,laur_disable,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.131163236,10.0,False
50,lacam_star_ltm,1.131163236,True,False,laur_force_additive_direct,control,laur_force_additive_direct,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.131163236,10.0,False
50,lacam_star_ltm,1.131163236,True,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.131163236,10.0,False
50,lacam_star_ltm,1.131163236,True,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,flow_shield,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,0.004308281470000175,False,8,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.13547151747,10.0,True
50,lacam_star_ltm,1.131163236,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.010531354710000107,False,8,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.14169459071,10.0,True
50,lacam_star_ltm,1.131163236,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.0009573958799999893,False,8,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.13212063188,10.0,True
50,lacam_star_ltm,1.131163236,True,False,repair5g2_best_frozen_static_candidate,frozen_static,repair5g2_best_frozen_static_candidate,0.0009573958799999893,False,8,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-143.scen,143,True,1.13212063188,10.0,True
50,lacam_star_ltm,1.131163236,True,False,repair5g2_c_equiv_best_frozen_baseline,c_equiv_baseline,repair5g2_c_equiv_best_frozen_baseline,0.01579703207000005,False,8,maze-32-32-4,repair5g_dual_c_equiv_c100_b100_w075_d100,,maze-32-32-4-random-143.scen,143,True,1.14696026807,10.0,True
50,lacam_star_ltm,1.131163236,True,False,repair5g2_frozen_static_or_selector,frozen_selector,repair5g2_frozen_static_or_selector,0.0009573958799999893,False,8,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-143.scen,143,True,1.13212063188,10.0,True
50,lacam_star_ltm,1.131163236,True,False,repair5g2_g1_top_diagnostic_candidate,flow_shield,repair5g2_g1_top_diagnostic_candidate,0.0009573958799999893,False,8,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-143.scen,143,True,1.13212063188,10.0,True
50,lacam_star_ltm,1.131163236,True,False,repair5g4_random_flow_shield_diagnostic_seed0,diagnostic,repair5g4_random_flow_shield_diagnostic_seed0,0.010531354710000107,False,8,maze-32-32-4,,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,maze-32-32-4-random-143.scen,143,True,1.14169459071,10.0,True
50,lacam_star_ltm,1.131163236,True,False,repair5g4_shuffled_flow_shield_diagnostic_seed0,diagnostic,repair5g4_shuffled_flow_shield_diagnostic_seed0,0.004308281470000175,False,8,maze-32-32-4,,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,maze-32-32-4-random-143.scen,143,True,1.13547151747,10.0,True
50,lacam_star_ltm,1.131163236,True,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.131163236,10.0,False
50,lacam_star_ltm,1.131163236,True,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.131163236,10.0,False
50,lacam_star_ltm,1.131163236,True,False,repair5g_dual_c_equiv_c100_b100_w075_d095,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d095,0.009095260890000123,False,8,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.14025849689,10.0,True
50,lacam_star_ltm,1.131163236,True,False,repair5g_dual_c_equiv_c100_b100_w075_d100,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d100,0.01579703207000005,False,8,maze-32-32-4,,,maze-32-32-4-random-143.scen,143,True,1.14696026807,10.0,True
50,lacam_star_ltm,1.16048844309,True,False,always_additive_defer,control,always_additive_defer,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,laur_disable,control,laur_disable,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,laur_force_additive_direct,control,laur_force_additive_direct,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,flow_shield,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_best_frozen_static_candidate,frozen_static,repair5g2_best_frozen_static_candidate,0.0,True,2,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_c_equiv_best_frozen_baseline,c_equiv_baseline,repair5g2_c_equiv_best_frozen_baseline,0.0,True,2,maze-32-32-4,repair5g_dual_c_equiv_c100_b100_w075_d100,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_frozen_static_or_selector,frozen_selector,repair5g2_frozen_static_or_selector,0.0,True,2,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_g1_top_diagnostic_candidate,flow_shield,repair5g2_g1_top_diagnostic_candidate,0.0,True,2,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g4_random_flow_shield_diagnostic_seed0,diagnostic,repair5g4_random_flow_shield_diagnostic_seed0,0.0,True,2,maze-32-32-4,,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g4_shuffled_flow_shield_diagnostic_seed0,diagnostic,repair5g4_shuffled_flow_shield_diagnostic_seed0,0.0,True,2,maze-32-32-4,,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_c_equiv_c100_b100_w075_d095,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d095,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_c_equiv_c100_b100_w075_d100,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d100,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,always_additive_defer,control,always_additive_defer,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,laur_disable,control,laur_disable,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,laur_force_additive_direct,control,laur_force_additive_direct,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,flow_shield,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,True,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,-0.003924989099999943,False,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.15656345399,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_best_frozen_static_candidate,frozen_static,repair5g2_best_frozen_static_candidate,0.0,True,4,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_c_equiv_best_frozen_baseline,c_equiv_baseline,repair5g2_c_equiv_best_frozen_baseline,0.0,True,4,maze-32-32-4,repair5g_dual_c_equiv_c100_b100_w075_d100,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_frozen_static_or_selector,frozen_selector,repair5g2_frozen_static_or_selector,0.0,True,4,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_g1_top_diagnostic_candidate,flow_shield,repair5g2_g1_top_diagnostic_candidate,0.0,True,4,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g4_random_flow_shield_diagnostic_seed0,diagnostic,repair5g4_random_flow_shield_diagnostic_seed0,0.0,True,4,maze-32-32-4,,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g4_shuffled_flow_shield_diagnostic_seed0,diagnostic,repair5g4_shuffled_flow_shield_diagnostic_seed0,0.0,True,4,maze-32-32-4,,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_c_equiv_c100_b100_w075_d095,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d095,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_c_equiv_c100_b100_w075_d100,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d100,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,always_additive_defer,control,always_additive_defer,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,laur_disable,control,laur_disable,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,laur_force_additive_direct,control,laur_force_additive_direct,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,flow_shield,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,True,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,-0.003924989099999943,False,8,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.15656345399,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_best_frozen_static_candidate,frozen_static,repair5g2_best_frozen_static_candidate,0.0,True,8,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_c_equiv_best_frozen_baseline,c_equiv_baseline,repair5g2_c_equiv_best_frozen_baseline,0.0,True,8,maze-32-32-4,repair5g_dual_c_equiv_c100_b100_w075_d100,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_frozen_static_or_selector,frozen_selector,repair5g2_frozen_static_or_selector,0.0,True,8,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_g1_top_diagnostic_candidate,flow_shield,repair5g2_g1_top_diagnostic_candidate,0.0,True,8,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g4_random_flow_shield_diagnostic_seed0,diagnostic,repair5g4_random_flow_shield_diagnostic_seed0,0.0,True,8,maze-32-32-4,,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g4_shuffled_flow_shield_diagnostic_seed0,diagnostic,repair5g4_shuffled_flow_shield_diagnostic_seed0,0.0,True,8,maze-32-32-4,,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,True,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,-0.019624945489999934,False,8,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.1408634976,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_c_equiv_c100_b100_w075_d095,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d095,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_c_equiv_c100_b100_w075_d100,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d100,0.0,True,8,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,1.0,False
50,lacam_star_ltm,1.16048844309,True,False,always_additive_defer,control,always_additive_defer,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,laur_disable,control,laur_disable,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,laur_force_additive_direct,control,laur_force_additive_direct,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,flow_shield,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,flow_shield,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_best_frozen_static_candidate,frozen_static,repair5g2_best_frozen_static_candidate,0.0,True,2,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_c_equiv_best_frozen_baseline,c_equiv_baseline,repair5g2_c_equiv_best_frozen_baseline,0.0,True,2,maze-32-32-4,repair5g_dual_c_equiv_c100_b100_w075_d100,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_frozen_static_or_selector,frozen_selector,repair5g2_frozen_static_or_selector,0.0,True,2,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g2_g1_top_diagnostic_candidate,flow_shield,repair5g2_g1_top_diagnostic_candidate,0.0,True,2,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g4_random_flow_shield_diagnostic_seed0,diagnostic,repair5g4_random_flow_shield_diagnostic_seed0,0.0,True,2,maze-32-32-4,,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g4_shuffled_flow_shield_diagnostic_seed0,diagnostic,repair5g4_shuffled_flow_shield_diagnostic_seed0,0.0,True,2,maze-32-32-4,,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_c_equiv_c100_b100_w075_d095,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d095,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,repair5g_dual_c_equiv_c100_b100_w075_d100,c_equiv_baseline,repair5g_dual_c_equiv_c100_b100_w075_d100,0.0,True,2,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,always_additive_defer,control,always_additive_defer,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,laur_disable,control,laur_disable,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
50,lacam_star_ltm,1.16048844309,True,False,laur_force_additive_direct,control,laur_force_additive_direct,0.0,True,4,maze-32-32-4,,,maze-32-32-4-random-144.scen,144,True,1.16048844309,3.0,False
