context_horizon_key,context_id,map_family,agents,seed,nominal_budget_ms,horizon_id,route,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
random-32-32-20|50|2242|2000|iteration_label_expansion_failure_short1000_t050_i2,random-32-32-20|a50|s2242|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2242_hiteration_label_expansion_failure_short1000_t050_i2_b2000,random,50,2242,2000,iteration_label_expansion_failure_short1000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2242|2000|iteration_label_expansion_failure_short2000_t100_i2,random-32-32-20|a50|s2242|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2242_hiteration_label_expansion_failure_short2000_t100_i2_b2000,random,50,2242,2000,iteration_label_expansion_failure_short2000_t100_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2242|2000|iteration_label_expansion_failure_short2000_t050_i2,random-32-32-20|a50|s2242|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2242_hiteration_label_expansion_failure_short2000_t050_i2_b2000,random,50,2242,2000,iteration_label_expansion_failure_short2000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2242|2000|iteration_label_expansion_short5000_t050_i2,random-32-32-20|a50|s2242|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2242_hiteration_label_expansion_short5000_t050_i2_b2000,random,50,2242,2000,iteration_label_expansion_short5000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2242|2000|iteration_label_expansion_short2000_t100_i2,random-32-32-20|a50|s2242|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2242_hiteration_label_expansion_short2000_t100_i2_b2000,random,50,2242,2000,iteration_label_expansion_short2000_t100_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2242|2000|iteration_label_expansion_short2000_t050_i2,random-32-32-20|a50|s2242|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2242_hiteration_label_expansion_short2000_t050_i2_b2000,random,50,2242,2000,iteration_label_expansion_short2000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2242|2000|iteration_label_expansion_short1000_t050_i2,random-32-32-20|a50|s2242|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2242_hiteration_label_expansion_short1000_t050_i2_b2000,random,50,2242,2000,iteration_label_expansion_short1000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2242|2000|iteration_label_expansion_short5000_t100_i4,random-32-32-20|a50|s2242|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2242_hiteration_label_expansion_short5000_t100_i4_b2000,random,50,2242,2000,iteration_label_expansion_short5000_t100_i4,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2243|2000|iteration_label_expansion_short1000_t050_i2,random-32-32-20|a50|s2243|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2243_hiteration_label_expansion_short1000_t050_i2_b2000,random,50,2243,2000,iteration_label_expansion_short1000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2243|2000|iteration_label_expansion_short2000_t050_i2,random-32-32-20|a50|s2243|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2243_hiteration_label_expansion_short2000_t050_i2_b2000,random,50,2243,2000,iteration_label_expansion_short2000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2243|2000|iteration_label_expansion_failure_short1000_t050_i2,random-32-32-20|a50|s2243|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2243_hiteration_label_expansion_failure_short1000_t050_i2_b2000,random,50,2243,2000,iteration_label_expansion_failure_short1000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2243|2000|iteration_label_expansion_short2000_t100_i2,random-32-32-20|a50|s2243|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2243_hiteration_label_expansion_short2000_t100_i2_b2000,random,50,2243,2000,iteration_label_expansion_short2000_t100_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2243|2000|iteration_label_expansion_short5000_t100_i4,random-32-32-20|a50|s2243|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2243_hiteration_label_expansion_short5000_t100_i4_b2000,random,50,2243,2000,iteration_label_expansion_short5000_t100_i4,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2243|2000|iteration_label_expansion_short5000_t050_i2,random-32-32-20|a50|s2243|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2243_hiteration_label_expansion_short5000_t050_i2_b2000,random,50,2243,2000,iteration_label_expansion_short5000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2243|2000|iteration_label_expansion_failure_short2000_t100_i2,random-32-32-20|a50|s2243|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2243_hiteration_label_expansion_failure_short2000_t100_i2_b2000,random,50,2243,2000,iteration_label_expansion_failure_short2000_t100_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2244|2000|iteration_label_expansion_short5000_t050_i2,random-32-32-20|a50|s2244|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2244_hiteration_label_expansion_short5000_t050_i2_b2000,random,50,2244,2000,iteration_label_expansion_short5000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2244|2000|iteration_label_expansion_short2000_t050_i2,random-32-32-20|a50|s2244|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2244_hiteration_label_expansion_short2000_t050_i2_b2000,random,50,2244,2000,iteration_label_expansion_short2000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2244|2000|iteration_label_expansion_failure_short2000_t100_i2,random-32-32-20|a50|s2244|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2244_hiteration_label_expansion_failure_short2000_t100_i2_b2000,random,50,2244,2000,iteration_label_expansion_failure_short2000_t100_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2244|2000|iteration_label_expansion_failure_short1000_t050_i2,random-32-32-20|a50|s2244|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2244_hiteration_label_expansion_failure_short1000_t050_i2_b2000,random,50,2244,2000,iteration_label_expansion_failure_short1000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2244|2000|iteration_label_expansion_failure_short2000_t050_i2,random-32-32-20|a50|s2244|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2244_hiteration_label_expansion_failure_short2000_t050_i2_b2000,random,50,2244,2000,iteration_label_expansion_failure_short2000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2243|2000|iteration_label_expansion_failure_short2000_t050_i2,random-32-32-20|a50|s2243|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2243_hiteration_label_expansion_failure_short2000_t050_i2_b2000,random,50,2243,2000,iteration_label_expansion_failure_short2000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2244|2000|iteration_label_expansion_short2000_t100_i2,random-32-32-20|a50|s2244|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2244_hiteration_label_expansion_short2000_t100_i2_b2000,random,50,2244,2000,iteration_label_expansion_short2000_t100_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2244|2000|iteration_label_expansion_short1000_t050_i2,random-32-32-20|a50|s2244|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2244_hiteration_label_expansion_short1000_t050_i2_b2000,random,50,2244,2000,iteration_label_expansion_short1000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2245|2000|iteration_label_expansion_short2000_t100_i2,random-32-32-20|a50|s2245|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2245_hiteration_label_expansion_short2000_t100_i2_b2000,random,50,2245,2000,iteration_label_expansion_short2000_t100_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2245|2000|iteration_label_expansion_short1000_t050_i2,random-32-32-20|a50|s2245|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2245_hiteration_label_expansion_short1000_t050_i2_b2000,random,50,2245,2000,iteration_label_expansion_short1000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2245|2000|iteration_label_expansion_short5000_t050_i2,random-32-32-20|a50|s2245|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2245_hiteration_label_expansion_short5000_t050_i2_b2000,random,50,2245,2000,iteration_label_expansion_short5000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2245|2000|iteration_label_expansion_short5000_t100_i4,random-32-32-20|a50|s2245|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2245_hiteration_label_expansion_short5000_t100_i4_b2000,random,50,2245,2000,iteration_label_expansion_short5000_t100_i4,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2245|2000|iteration_label_expansion_short2000_t050_i2,random-32-32-20|a50|s2245|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2245_hiteration_label_expansion_short2000_t050_i2_b2000,random,50,2245,2000,iteration_label_expansion_short2000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2246|2000|iteration_label_expansion_short1000_t050_i2,random-32-32-20|a50|s2246|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2246_hiteration_label_expansion_short1000_t050_i2_b2000,random,50,2246,2000,iteration_label_expansion_short1000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2244|2000|iteration_label_expansion_short5000_t100_i4,random-32-32-20|a50|s2244|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2244_hiteration_label_expansion_short5000_t100_i4_b2000,random,50,2244,2000,iteration_label_expansion_short5000_t100_i4,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2246|2000|iteration_label_expansion_failure_short1000_t050_i2,random-32-32-20|a50|s2246|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2246_hiteration_label_expansion_failure_short1000_t050_i2_b2000,random,50,2246,2000,iteration_label_expansion_failure_short1000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2245|2000|iteration_label_expansion_failure_short2000_t050_i2,random-32-32-20|a50|s2245|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2245_hiteration_label_expansion_failure_short2000_t050_i2_b2000,random,50,2245,2000,iteration_label_expansion_failure_short2000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2246|2000|iteration_label_expansion_short5000_t050_i2,random-32-32-20|a50|s2246|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2246_hiteration_label_expansion_short5000_t050_i2_b2000,random,50,2246,2000,iteration_label_expansion_short5000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2246|2000|iteration_label_expansion_short2000_t100_i2,random-32-32-20|a50|s2246|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2246_hiteration_label_expansion_short2000_t100_i2_b2000,random,50,2246,2000,iteration_label_expansion_short2000_t100_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2246|2000|iteration_label_expansion_failure_short2000_t100_i2,random-32-32-20|a50|s2246|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2246_hiteration_label_expansion_failure_short2000_t100_i2_b2000,random,50,2246,2000,iteration_label_expansion_failure_short2000_t100_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2246|2000|iteration_label_expansion_short2000_t050_i2,random-32-32-20|a50|s2246|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2246_hiteration_label_expansion_short2000_t050_i2_b2000,random,50,2246,2000,iteration_label_expansion_short2000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2245|2000|iteration_label_expansion_failure_short2000_t100_i2,random-32-32-20|a50|s2245|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2245_hiteration_label_expansion_failure_short2000_t100_i2_b2000,random,50,2245,2000,iteration_label_expansion_failure_short2000_t100_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2245|2000|iteration_label_expansion_failure_short1000_t050_i2,random-32-32-20|a50|s2245|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2245_hiteration_label_expansion_failure_short1000_t050_i2_b2000,random,50,2245,2000,iteration_label_expansion_failure_short1000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2246|2000|iteration_label_expansion_failure_short2000_t050_i2,random-32-32-20|a50|s2246|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2246_hiteration_label_expansion_failure_short2000_t050_i2_b2000,random,50,2246,2000,iteration_label_expansion_failure_short2000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2247|2000|iteration_label_expansion_short5000_t050_i2,random-32-32-20|a50|s2247|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2247_hiteration_label_expansion_short5000_t050_i2_b2000,random,50,2247,2000,iteration_label_expansion_short5000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2246|2000|iteration_label_expansion_short5000_t100_i4,random-32-32-20|a50|s2246|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2246_hiteration_label_expansion_short5000_t100_i4_b2000,random,50,2246,2000,iteration_label_expansion_short5000_t100_i4,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2247|2000|iteration_label_expansion_failure_short2000_t050_i2,random-32-32-20|a50|s2247|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2247_hiteration_label_expansion_failure_short2000_t050_i2_b2000,random,50,2247,2000,iteration_label_expansion_failure_short2000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2247|2000|iteration_label_expansion_failure_short1000_t050_i2,random-32-32-20|a50|s2247|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2247_hiteration_label_expansion_failure_short1000_t050_i2_b2000,random,50,2247,2000,iteration_label_expansion_failure_short1000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2247|2000|iteration_label_expansion_failure_short2000_t100_i2,random-32-32-20|a50|s2247|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2247_hiteration_label_expansion_failure_short2000_t100_i2_b2000,random,50,2247,2000,iteration_label_expansion_failure_short2000_t100_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2247|2000|iteration_label_expansion_short5000_t100_i4,random-32-32-20|a50|s2247|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2247_hiteration_label_expansion_short5000_t100_i4_b2000,random,50,2247,2000,iteration_label_expansion_short5000_t100_i4,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2247|2000|iteration_label_expansion_short1000_t050_i2,random-32-32-20|a50|s2247|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2247_hiteration_label_expansion_short1000_t050_i2_b2000,random,50,2247,2000,iteration_label_expansion_short1000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2247|2000|iteration_label_expansion_short2000_t100_i2,random-32-32-20|a50|s2247|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2247_hiteration_label_expansion_short2000_t100_i2_b2000,random,50,2247,2000,iteration_label_expansion_short2000_t100_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2248|2000|iteration_label_expansion_failure_short1000_t050_i2,random-32-32-20|a50|s2248|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2248_hiteration_label_expansion_failure_short1000_t050_i2_b2000,random,50,2248,2000,iteration_label_expansion_failure_short1000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2248|2000|iteration_label_expansion_short2000_t050_i2,random-32-32-20|a50|s2248|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2248_hiteration_label_expansion_short2000_t050_i2_b2000,random,50,2248,2000,iteration_label_expansion_short2000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2247|2000|iteration_label_expansion_short2000_t050_i2,random-32-32-20|a50|s2247|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2247_hiteration_label_expansion_short2000_t050_i2_b2000,random,50,2247,2000,iteration_label_expansion_short2000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2248|2000|iteration_label_expansion_failure_short2000_t100_i2,random-32-32-20|a50|s2248|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2248_hiteration_label_expansion_failure_short2000_t100_i2_b2000,random,50,2248,2000,iteration_label_expansion_failure_short2000_t100_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2248|2000|iteration_label_expansion_failure_short2000_t050_i2,random-32-32-20|a50|s2248|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2248_hiteration_label_expansion_failure_short2000_t050_i2_b2000,random,50,2248,2000,iteration_label_expansion_failure_short2000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2248|2000|iteration_label_expansion_short2000_t100_i2,random-32-32-20|a50|s2248|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2248_hiteration_label_expansion_short2000_t100_i2_b2000,random,50,2248,2000,iteration_label_expansion_short2000_t100_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2248|2000|iteration_label_expansion_short5000_t050_i2,random-32-32-20|a50|s2248|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2248_hiteration_label_expansion_short5000_t050_i2_b2000,random,50,2248,2000,iteration_label_expansion_short5000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2248|2000|iteration_label_expansion_short1000_t050_i2,random-32-32-20|a50|s2248|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2248_hiteration_label_expansion_short1000_t050_i2_b2000,random,50,2248,2000,iteration_label_expansion_short1000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2249|2000|iteration_label_expansion_short2000_t050_i2,random-32-32-20|a50|s2249|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2249_hiteration_label_expansion_short2000_t050_i2_b2000,random,50,2249,2000,iteration_label_expansion_short2000_t050_i2,A_core_calibrated_evaluable,False,False,False,False,False
random-32-32-20|50|2249|2000|iteration_label_expansion_failure_short2000_t050_i2,random-32-32-20|a50|s2249|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2249_hiteration_label_expansion_failure_short2000_t050_i2_b2000,random,50,2249,2000,iteration_label_expansion_failure_short2000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2249|2000|iteration_label_expansion_failure_short2000_t100_i2,random-32-32-20|a50|s2249|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2249_hiteration_label_expansion_failure_short2000_t100_i2_b2000,random,50,2249,2000,iteration_label_expansion_failure_short2000_t100_i2,B_targeted_failure_analog,False,False,False,False,False
random-32-32-20|50|2249|2000|iteration_label_expansion_failure_short1000_t050_i2,random-32-32-20|a50|s2249|it0|g551_iteration_label_expansion_random_32_32_20_a50_s2249_hiteration_label_expansion_failure_short1000_t050_i2_b2000,random,50,2249,2000,iteration_label_expansion_failure_short1000_t050_i2,B_targeted_failure_analog,False,False,False,False,False
