candidate_id,map_family,agents,nominal_budget_ms,horizon_id,rows,success_regression_count_vs_g554_c00051,both_success_quality_pairs_vs_g554_c00051,quality_delta_mean_vs_g554_c00051,better_count_vs_g554_c00051,worse_count_vs_g554_c00051,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g556_c001603,random,50,500,stage1_short1000_t100_i2,3,0,3,0.00400727127333,1,2,False,False,False,False,False
g556_c001603,random,50,500,stage1_short1000_t100_i4,4,0,4,-0.0111777204575,3,1,False,False,False,False,False
g556_c002575,random,100,1000,stage1_short1000_t050_i2,4,0,4,-0.0351682111225,3,0,False,False,False,False,False
g556_c002575,random,100,1000,stage1_short1000_t050_i4,4,0,4,-0.0055469279025,2,0,False,False,False,False,False
g556_c002575,random,100,1000,stage1_short1000_t100_i2,6,0,6,-0.00686988157833,3,2,False,False,False,False,False
g556_c002575,random,100,1000,stage1_short1000_t100_i4,3,0,3,-0.0150473355733,1,0,False,False,False,False,False
g556_c002575,random,100,2000,stage1_short1000_t050_i2,4,0,4,-0.006337793005,2,1,False,False,False,False,False
g556_c002575,random,100,2000,stage1_short1000_t050_i4,3,0,3,0.00148247054667,0,1,False,False,False,False,False
g556_c002575,random,100,2000,stage1_short1000_t100_i2,2,0,2,0.02510470495,0,2,False,False,False,False,False
g556_c002575,random,100,2000,stage1_short1000_t100_i4,7,0,7,-0.0112353261029,4,1,False,False,False,False,False
g556_c002575,random,100,500,stage1_short1000_t050_i2,2,0,2,0.020945136515,1,1,False,False,False,False,False
g556_c002575,random,100,500,stage1_short1000_t050_i4,5,0,5,-0.025901351368,4,0,False,False,False,False,False
g556_c002575,random,100,500,stage1_short1000_t100_i2,5,0,5,-0.009660619134,4,1,False,False,False,False,False
g556_c002575,random,100,500,stage1_short1000_t100_i4,5,0,5,-0.019716819222,5,0,False,False,False,False,False
g556_c002575,random,50,1000,stage1_short1000_t050_i2,4,0,4,-0.0197534235425,3,0,False,False,False,False,False
g556_c002575,random,50,1000,stage1_short1000_t050_i4,5,0,5,0.007400726926,1,3,False,False,False,False,False
g556_c002575,random,50,1000,stage1_short1000_t100_i2,4,0,4,0.00157165929,1,1,False,False,False,False,False
g556_c002575,random,50,1000,stage1_short1000_t100_i4,3,0,3,-0.00382011335,2,1,False,False,False,False,False
g556_c002575,random,50,2000,stage1_short1000_t050_i2,7,0,7,-0.000815881698571,4,3,False,False,False,False,False
g556_c002575,random,50,2000,stage1_short1000_t050_i4,3,0,3,-0.0228616735167,3,0,False,False,False,False,False
g556_c002575,random,50,2000,stage1_short1000_t100_i2,5,0,5,0.0092044347,1,3,False,False,False,False,False
g556_c002575,random,50,2000,stage1_short1000_t100_i4,2,0,2,-0.01726468532,2,0,False,False,False,False,False
g556_c002575,random,50,500,stage1_short1000_t050_i2,5,0,5,0.007931963604,0,3,False,False,False,False,False
g556_c002575,random,50,500,stage1_short1000_t050_i4,5,0,5,-0.003509008822,3,1,False,False,False,False,False
g556_c002575,random,50,500,stage1_short1000_t100_i2,3,0,3,-0.0117727643867,2,1,False,False,False,False,False
g556_c002575,random,50,500,stage1_short1000_t100_i4,4,0,4,-0.0240987500325,3,0,False,False,False,False,False
g556_c003526,random,100,1000,stage1_short1000_t050_i2,4,0,4,-0.01921186152,3,1,False,False,False,False,False
g556_c003526,random,100,1000,stage1_short1000_t050_i4,4,0,4,-0.0107591956575,2,2,False,False,False,False,False
g556_c003526,random,100,1000,stage1_short1000_t100_i2,6,0,6,-0.012361405225,5,1,False,False,False,False,False
g556_c003526,random,100,1000,stage1_short1000_t100_i4,3,0,3,-0.0199137222467,2,0,False,False,False,False,False
g556_c003526,random,100,2000,stage1_short1000_t050_i2,4,0,4,-0.013400520955,3,1,False,False,False,False,False
g556_c003526,random,100,2000,stage1_short1000_t050_i4,3,0,3,0.00952040083667,1,2,False,False,False,False,False
g556_c003526,random,100,2000,stage1_short1000_t100_i2,2,0,2,0.01853731246,0,2,False,False,False,False,False
