g552_plan_row_id,source_row_key,source_round,context_key,map,map_family,agents,seed,nominal_budget_ms,horizon_id,short_budget_ms,base_time_limit_sec,ltm_max_iterations,candidate_id,theta_family,context_source,theta_source,planned_execution_mode,requires_policy_as_executed_replay,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g552_label_plan_00000010,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000011,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000011,static_flow_local_perturbation_fulltheta,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000011,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000012,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000012,lambda_flow_lambda_cong_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000012,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000013,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000013,alpha_flow_wait_progress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000013,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000014,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000014,edge_cost_clamp_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000014,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000015,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000015,goal_projection_mode_ablation,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000015,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000016,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000016,alpha_cong_commit_nonprogress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000016,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000017,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000017,g543_true_near_signal_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000017,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000018,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000018,g546_g548_safe_no_gain_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000018,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000019,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000019,surrogate_guided_theta_if_model_exists,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000019,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000020,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000020,negative_control,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000020,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000021,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000021,static_flow_local_perturbation_fulltheta,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000021,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000022,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000022,lambda_flow_lambda_cong_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000022,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000023,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000023,alpha_flow_wait_progress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000023,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000024,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000024,edge_cost_clamp_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000024,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000025,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000025,goal_projection_mode_ablation,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000025,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000026,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000026,alpha_cong_commit_nonprogress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000026,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000027,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000027,g543_true_near_signal_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000027,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000028,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000028,g546_g548_safe_no_gain_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000028,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000029,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000029,surrogate_guided_theta_if_model_exists,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000029,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000030,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000030,negative_control,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000030,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000031,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000031,static_flow_local_perturbation_fulltheta,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000031,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000032,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000032,lambda_flow_lambda_cong_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000032,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000033,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000033,alpha_flow_wait_progress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000033,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000034,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000034,edge_cost_clamp_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000034,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000035,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000035,goal_projection_mode_ablation,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000035,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000036,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000036,alpha_cong_commit_nonprogress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000036,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000037,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000037,g543_true_near_signal_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000037,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000038,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000038,g546_g548_safe_no_gain_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000038,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000039,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000039,surrogate_guided_theta_if_model_exists,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000039,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000040,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000040,negative_control,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000040,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000041,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000041,static_flow_local_perturbation_fulltheta,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000041,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000042,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000042,lambda_flow_lambda_cong_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000042,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000043,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000043,alpha_flow_wait_progress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000043,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000044,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000044,edge_cost_clamp_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000044,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000045,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000045,goal_projection_mode_ablation,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000045,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000046,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000046,alpha_cong_commit_nonprogress_sweep,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000046,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000047,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000047,g543_true_near_signal_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000047,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000048,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000048,g546_g548_safe_no_gain_neighborhood,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
g552_label_plan_00000048,random-32-32-20|50|1406|2000|c0_short1000_t050_i2|random-32-32-20|50|1406|1000|0|14650fb0739d0383|random-32-32-20|50|1406|2000|c0_short1000_t050_i2|repair5g549_theta_549000049,g549_fulltheta,random-32-32-20|50|1406|1000|0|14650fb0739d0383,random-32-32-20,random,50,1406,2000,c0_short1000_t050_i2,1000,0.5,2,repair5g549_theta_549000049,surrogate_guided_theta_if_model_exists,safe_positive_or_margin,safe_useful_or_shrinkage_prior,label_v2_relabel_existing_real_solver_evidence,True,False,False,False,False,False
