instance_uid,physical_map_sha256,map,map_family,split,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
546f4099a31d77d09e45d8977a7e3d72e94d9942c184748dc212df93a1c087c3,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,empty-8-8,empty,train,False,False,False,False,False
ef1b2e3b81e5d0be479b84ea7dbf7515f1851b3dd7c5f5562066641e4c782b47,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,train,False,False,False,False,False
a9b6a8d8e8b70d2bc105713e33a2f3c603e2069a39d931a381c33628b8358d77,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,train,False,False,False,False,False
adcbbc7211eb5f0270d9f2f9d8a484df5f14d9ad4c430fc9ec6e4eee5025ba7b,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,g559-synth-warehouse-b-36,warehouse,heldout,False,False,False,False,False
29bc4f64ee33591e2450ea51073990b7af63d177041353cf41f9aa3d5bbd817a,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
6aeb45540dc5d0f1874b92e130a402ead4f88b717a860c86aba815baeb731318,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,g559-synth-connector-32,irregular_bottleneck,train,False,False,False,False,False
5f4afa9d7454d4aa27ca19a7a977440f2b519212ce70325db95bfd2aadd9610c,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,random-8-8-20,random,train,False,False,False,False,False
26913b15aa8582e2119226bfad28ac6150db38233f2bc2c74ddd1c75c8aee5dc,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,g559-synth-tree-42,irregular_bottleneck,train,False,False,False,False,False
95b7a45017fee13a46137eab8424e1222cb3a5b25c71fb913174dba2efb74a3a,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,train,False,False,False,False,False
ecc6478fca9d83bc816dffde9394a4471f4c51de6b87ba8c71f104d2e7af9b1a,50f00a33e4a714768d7f920af2f89b5ed061c6d2533634dd8ca17400a0273e3d,g559-synth-corners-34,irregular_bottleneck,train,False,False,False,False,False
f2a1a58531e9a9fd613eb8b09f04c00de0dae1be3740a085db304013dd99edaa,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,maze-36-32-4,maze,validation,False,False,False,False,False
d7d3a16c052672da14e66d59ed22a47ae51ce6aa8c4e5b3b85576244691cc85f,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
17c7d56b0d7a87787492f36b2cbc679bda946eb8e68f63b8a135c36aae565083,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
4ec85353c5f1bd059c6b58da9798925377783da2e12f1b1ecbf136e5a64b5ad4,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,room-40-32-8,room,train,False,False,False,False,False
fa84793c41882378939a283d266713feca6ecec25963d9de33e420821de757fa,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,train,False,False,False,False,False
2043bb45954fbc298a0e34fd21d7013b9651fff0ed04f534b4b342923e984a25,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,maze-36-32-4,maze,validation,False,False,False,False,False
ea485be42801919b7b0f4c761f99fc94ff5a1b838463e7979eb5bf3cab7d8c15,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
689f0eff921eaab667c1c1d1773c4b524431622b6ee03e615e9e9e6241ec1c52,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
5651c32b155ef1b7f69d3b8328ea13ef19d7e28bcb1cc5417a0977575d453ab4,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,train,False,False,False,False,False
02aadff368073de183775ff396b97600e2a5dad71da9c301aebfb8b03ea9b492,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,validation,False,False,False,False,False
465fe5b83adad3e8a18fb8497da172eaa496274d690158b7d3ab26d165aa5f44,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,train,False,False,False,False,False
0423f270738fbe4b1f1c50b39286fb4c6306b68d9db90c82c513a59598c91603,50f00a33e4a714768d7f920af2f89b5ed061c6d2533634dd8ca17400a0273e3d,g559-synth-corners-34,irregular_bottleneck,train,False,False,False,False,False
72c44b119b846cf6692ca3184b2116b9a9fe6d779b9a89d70ed1ce169b97fd64,6c5e61c0c3a3dd7fa4b0b1dce70e9ad0b8a0cd1517c854bf0f707b66ca835f1a,g559-synth-city-berlin-32,city,validation,False,False,False,False,False
ed6fb2fea942924b1ca6d7b4a3c1689f1c53ada6df3d6d04266d1582e9f5bb8e,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,train,False,False,False,False,False
9aaff8d709537c95accc81be678f51abd09b1e6fe85eba93901718623808f0f9,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,random-8-8-20,random,train,False,False,False,False,False
958d19be7bd74b2d0f2afba5cd1bd4edda3294bf84050c16662bff4c9ba71326,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,g559-synth-tree-42,irregular_bottleneck,train,False,False,False,False,False
0d0c8b8154ead53e50238943e9292401b151fc90c9a894221d402a81378add5c,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,validation,False,False,False,False,False
8c740484dd893a05e0e52789dfadd0ab5c78b9e061ae9e5e2f34bb6b7b1be056,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,random-8-8-20,random,train,False,False,False,False,False
875e3d40f3f08df1a9c443ad615c1a0e6d39ee0ebe0e87a382ec8007559010a0,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
56c2cfaff180ee715859f72e5b93b48b8d29480e5c2ae306340eac4d687b58b0,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,g559-synth-connector-32,irregular_bottleneck,train,False,False,False,False,False
17a0d5366c815c0ee4720106cb0ca01fa09031de8bab443f217a13250e0e3fe6,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,empty-16-16,empty,validation,False,False,False,False,False
2f94fefb3d1098588b60b673c0965a371c173ef9be9744f4f3576830661b815a,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,g559-synth-warehouse-b-36,warehouse,heldout,False,False,False,False,False
74fa00e78e0b3c5b1c78709a4e23e8429821b4132111e7f5fa0e9a60278143bb,50f00a33e4a714768d7f920af2f89b5ed061c6d2533634dd8ca17400a0273e3d,g559-synth-corners-34,irregular_bottleneck,train,False,False,False,False,False
d65c3df82a0a6c5cdeff5332be74fb0963870249fb7d319fca7f2cbe50bc1698,50f00a33e4a714768d7f920af2f89b5ed061c6d2533634dd8ca17400a0273e3d,g559-synth-corners-34,irregular_bottleneck,train,False,False,False,False,False
6c3946f9176e572ba10464806fe94b112172cae5c80f0802bbc6c1dd6f5ed1c3,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,empty-8-8,empty,train,False,False,False,False,False
39ebf1910a9730db806c277bd971ca396811905111ccd8674c332d43f4b0c8d9,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,empty-16-16,empty,validation,False,False,False,False,False
5f54f1bac612e279bdc1e52fd55f8c275fd6933814cce82c211e490126ee4c65,fb119aacaf305ebcce9e07dd0659ab15f993a9486d1697355aeabc66dac86ab0,g559-synth-string-40,irregular_bottleneck,heldout,False,False,False,False,False
af9699ec9a63bd0190ca6b56eb6635dde405be9d4be54bb7cf682400e8c8ed5d,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
6c0bef5bf0c2446dee2fea72ed31567e0d25d51cddb6916514b532c6bffef883,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
2e74171c23790bbd67ceb2180cee2b83d237d69c11eac8c828aa16def57492f7,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,empty-8-8,empty,train,False,False,False,False,False
948e33ee8292d909ad0775a04aaf790c97f313f0348e1f32e544f6c0652332f1,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,empty-16-16,empty,validation,False,False,False,False,False
24256ace83bc5c040764bc498d634cd5e153fd60dea9f077fce8fd19556d4232,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,maze-36-32-4,maze,validation,False,False,False,False,False
efac2ba51cd66902f5d1ea64f79247064e8d3fea3d95f6b9544615532d09c9b4,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,maze-36-32-4,maze,validation,False,False,False,False,False
5acfb3cd1043f734d120a4823c74e681521a0a5e12254e558acad73e7af9a11f,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
157e949c99f8127498aa9c01c9b58ff1613fdaf6e5e61ec3278feb17c168bac2,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
2d65c8830b3d98ed8357d60e64c4f5d998aa7a2654f56da100d3ea78775bfeeb,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,train,False,False,False,False,False
514c413836a0a03a566920d3db12476746d8449b8e5fcf068bc74f67fa444f9a,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
12456e0761ed823ab50b2db76c848584ac4f66dbbbc6f965a9d56b50031da383,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,empty-16-16,empty,validation,False,False,False,False,False
4e4661baa8951e57935e0fb291355a01d9c9d2a1fc2eaef98bdb28fd8742804d,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,g559-synth-connector-32,irregular_bottleneck,train,False,False,False,False,False
a7fc2b809dd94815e9d2c0f9e96a3e2c0a811cb4fea483e0f68c9cecbf49b6f8,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
bfbafd1e3d5952c26c57b80f84cb6fb44f2de4cb8bd8e2f89a46022c43982046,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,room-32-32-4,room,train,False,False,False,False,False
e8886bbee2e78dd2d572ed67ce25447c4d8b7fef3edd5e34c840cfa57f69403d,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,validation,False,False,False,False,False
6cdfa5fed9db598824688797f7cb2d0eef9079f43369bb9ca6537ea7d2065bcf,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,g559-synth-tunnel-38,irregular_bottleneck,train,False,False,False,False,False
a4cbbfb844309cf3ab27381030afe57979ec658af0d8547f6274b8c22ac827b1,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,validation,False,False,False,False,False
9a7d2934a5f6ccbc600f1637ee9e65b4b3e63fedf6fcb0c7a65044c7cffdbfa4,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
e9b89cfba4d5c8bcf9f573ba3b1f43c22b2dcd6e5d949937154f74a989eccb0b,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,train,False,False,False,False,False
f72cf43c7866d23a9350d3956acd9ac7f53951af6b07e13ab75c6a5d3701b211,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,room-40-32-8,room,train,False,False,False,False,False
fd8d1d144c7757185152daae3a0286176e8c55a60aec08f649accd4b83232eca,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,train,False,False,False,False,False
445ae170224fe7f226090ce7191d5042265edbb9f56b771fe4003449b34125d0,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,room-40-32-8,room,train,False,False,False,False,False
2833b2ac6786b14fc058009772caeaafd4ab9e67766f26f0f8021f5fd3142ed1,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,train,False,False,False,False,False
f917a425b9e6bd326125ba59f79df202d827be13b156f173e6cb7a425f8bc48e,7ef6c3d699f085e83aae4a74af4d3a80e228e2acd4a8d94abfbc6ba844e7a611,g559-synth-warehouse-a-32,warehouse,validation,False,False,False,False,False
6e9f8e795558916a16773cf43f3a7e26fedc0337b74d979bfbf10f1015ec0e61,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,g559-synth-tree-42,irregular_bottleneck,train,False,False,False,False,False
b5617c9d57dffaeb7e6253e4debe1ac2c5a09479a940ace25706e1d87e3f92be,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,empty-16-16,empty,validation,False,False,False,False,False
3a9937dad0a50d0f67e317e325c13408fb8d3c6b531efa925bcd8839d76f6055,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,g559-synth-warehouse-b-36,warehouse,heldout,False,False,False,False,False
63f4e46f79648f448317bf10622681460a96f5fe4893ebec7c42dad4c39be06c,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,maze-36-32-4,maze,validation,False,False,False,False,False
d231b43aa0d8a357660baf7783dc87874c9000b6f89fd66e6bc099c65d8a4d20,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,g559-synth-tunnel-38,irregular_bottleneck,train,False,False,False,False,False
e34d2d561842e47e9d6574b3431a0e55a7c94171362d2765400efa42aec1db12,7ef6c3d699f085e83aae4a74af4d3a80e228e2acd4a8d94abfbc6ba844e7a611,g559-synth-warehouse-a-32,warehouse,validation,False,False,False,False,False
3a874fa4f5da1efe04cdc7f4e203787d642d57ea3d1bff9d116051e8fc0f944a,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,train,False,False,False,False,False
81c2133b97f9599094195c486f5c8742341b3b3e7764d669094bd007c88c5f3b,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,train,False,False,False,False,False
eaccc4f37a7191259f1311f78fa710eb50c1a8ab6f32fd405934206525001d18,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,train,False,False,False,False,False
c16e323509232c22ca0712d92898b3099cbbd0494abd13521f6e8b6202ac70c8,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,g559-synth-tree-42,irregular_bottleneck,train,False,False,False,False,False
0af05d407b518b9ad71a863a6e728aa0513f2e7c0e305983af199065a49c5f5f,50f00a33e4a714768d7f920af2f89b5ed061c6d2533634dd8ca17400a0273e3d,g559-synth-corners-34,irregular_bottleneck,train,False,False,False,False,False
cd927fa5989c804f40642e43776d1e02d8fef2c592be146d2df02454614e2305,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,validation,False,False,False,False,False
1e2ba861e260a03712f0226298402e35da217211bc23434b98fea2ba9a8e946b,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,g559-synth-tree-42,irregular_bottleneck,train,False,False,False,False,False
fb914f3e156f631a00b87e037236ebfc929fa5318b585a7505770476ce2354ec,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,g559-synth-game-brc-32,game,train,False,False,False,False,False
92b98e930af0e54fa365ce9d42585f488944229f76ca801027aa08961289ef1f,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,train,False,False,False,False,False
ff7215e5a311f73c49db62edba24c29c9eebbcd0cb96e626bfb7cd313444c007,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,empty-8-8,empty,train,False,False,False,False,False
7b428f2770bc8ba3ef10eafd58809501e5858ff5e44c2369b3b48bb18dcbaa0e,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,empty-16-16,empty,validation,False,False,False,False,False
e30e53c61a332305d4c7778bc9a875596579d96df8a58b223c70d5af5fbe1d95,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,empty-8-8,empty,train,False,False,False,False,False
1e071046f690242859af1ca68560ff603dfdb3431517ad9ea4996ee6a7ae88b2,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,room-32-32-4,room,train,False,False,False,False,False
463493104c8a6cf09a98344ef029f07221ca78ab97e82aaf1540a6dad8569f42,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,g559-synth-game-brc-32,game,train,False,False,False,False,False
a2e77b2afe8ac0e6a890ef1d8c906c4e0c5556a19b21ae4dff6a0d20d5260f79,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,maze-36-32-4,maze,validation,False,False,False,False,False
7860b3482f9fc313aa94212bd52bdde11765a74b7a01b3d489a49ccac7d3ee6b,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,validation,False,False,False,False,False
31beffb0166047c602d57333d5ef8c93fef97e6798d1b7fa2e485129a2796a9b,6c5e61c0c3a3dd7fa4b0b1dce70e9ad0b8a0cd1517c854bf0f707b66ca835f1a,g559-synth-city-berlin-32,city,validation,False,False,False,False,False
bdf5d99d7d794e913e5af80d00087a520bfa861596a19c1fa697e1310db8dbca,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,room-32-32-4,room,train,False,False,False,False,False
23f40714dfd918ff5313394e48d9edbcace439dcefde03528038c7db163fd180,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,train,False,False,False,False,False
f96e11e7a50962fcf344b84ca3f297d2fa934721be48a8511cad3e3687d4a147,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
c82b24d960594322f33f7490f7c3af1813b54102d2de73860c57e147079b3793,fb119aacaf305ebcce9e07dd0659ab15f993a9486d1697355aeabc66dac86ab0,g559-synth-string-40,irregular_bottleneck,heldout,False,False,False,False,False
d7e6f12bc98dbf5a2cfa766b2921bfac0ecdbaa4d9b9840bc4ac46c20a5e0f9d,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,random-8-8-20,random,train,False,False,False,False,False
21a6c2f4f87833bbb6d4e5c282ca1746e47980d87cafea43cd3b491e7cdcd475,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
fc1e6c515f202a0a421aa71e146b8d0bee8d6523bfab0b7147b2a029975282ca,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
c4fcaf6bb3817b6553b195955cd9a749306c294a81eedf4251fcd1895eb974a8,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
df2512138bf874936cf5a4b3a99412445c91fb92c9d20484c8abe5019a2cc56f,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,g559-synth-game-brc-32,game,train,False,False,False,False,False
432cb923132f1b5cd15ee207a87ebf95dd38ee29d1dd2f28bd5e4d7911652e73,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,validation,False,False,False,False,False
03cfbb8af42f4fd703dc7f06d42a067f11ac25d76aea37d0054bf34d08e643e2,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,train,False,False,False,False,False
686b87dcc725d3522e84c9f50329f191c9a951bde3a6df2d378db4e18a59b65f,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,g559-synth-tunnel-38,irregular_bottleneck,train,False,False,False,False,False
25404f7acd46d9e01751d88e834eaf26f6a8626ec5285e9139a003f0ea70cff0,8f1b5495421b4c544ca84a45b0a41cf17e44c1a5aa9241c784bfe8478dbe79b5,empty-8-8,empty,train,False,False,False,False,False
f9b1c77d26865e1ea5ebdbc3bd6c0c0655b36a5f0eb498c5e31ef3c03396cc10,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,g559-synth-warehouse-b-36,warehouse,heldout,False,False,False,False,False
85cc4ec81a98551ce6a4943c922519fe9ec4d07c0a475224b47ec139859101d0,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,room-32-32-4,room,train,False,False,False,False,False
6ef46b0a1de8903074c042765b4124bfa80581a8b3a28f84f4631d8ed6ad354b,50f00a33e4a714768d7f920af2f89b5ed061c6d2533634dd8ca17400a0273e3d,g559-synth-corners-34,irregular_bottleneck,train,False,False,False,False,False
5cbbbd31190095a71563fd76b0353c1ad189a312e3dfdaf2bbbcc936b1a28919,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
1b135b194355fec5c487647ab4006bdf5885f5bd527e79cacc9b16950acb9e27,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,train,False,False,False,False,False
30f67a328c0d5c713a9664a01bf892b7a05fde867d8a02e94244f1e0556f44a4,6c5e61c0c3a3dd7fa4b0b1dce70e9ad0b8a0cd1517c854bf0f707b66ca835f1a,g559-synth-city-berlin-32,city,validation,False,False,False,False,False
8f433b98c46b8df3e2d61026f078030e25104b6302c6757d54793223bc0088d3,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,room-32-32-4,room,train,False,False,False,False,False
ad3a16c963b7065fa1cdc5e288d396d4d83f078173684a1b733eac50a77f5de1,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,train,False,False,False,False,False
12a0092d32a0211171ddf91e6e9712b8b074510f292db2143d95468b1da85713,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,random-8-8-20,random,train,False,False,False,False,False
a2b3a1e7cd64b39784bfc9ef7a94e68f3d725e4e14d0de20295c1e80958977da,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,train,False,False,False,False,False
